product_title,product_description,ship_from,ship_to,seller,price,source
100ml Liquid GHB **Best Price Guarantee** escrow,"100ml of Supreme DUTCH Quality liquid GHB. a.k.a. liquid XTC
We are The #1 seller of GHB in The Netherlands.
Sins the demand for GHB is only just starting to develop , we want to take this opportunity to establish our position in becomming The #1 seller WORLD WIDE!
Best Price Guarantee!
We hope to stimulate you to start promoting this accellent product.
One of the bennefits of GHB over alcohol for instant is that there is NO HANGOVER!
The SEX is MINDBLOWING!!!
One of the few things that is proven to work on woman!!!
The level of horniness is ABSURD!
Plus your body absorbs the ""G"" in less than 10 hours and by doing so , it has a POSITIVE affect on your Growth hormone.
Thats one of the reasons bodybuilders LOVE it!
These are just some of the many reasons people in Holland are ""in love"" with this product!
We hope that our ""good deed"" does not go unpunished.
Long story short:
Buy , try , Love!",,,-BIGG-BALLs-,0.07724719 BTC,agora
50gram crystalised GHB **FREE SHIPPING**escrow,"50gram of Supreme DUTCH Quality crystalised GHB. a.k.a. liquid XTC
We are The #1 seller of GHB in The Netherlands.
Sins the demand for GHB is only just starting to develop , we want to take this opportunity to establish our position in becomming The #1 seller WORLD WIDE!
We hope to stimulate you to start promoting this accellent product.
One of the bennefits of GHB over alcohol for instant is that there is NO HANGOVER!
The SEX is MINDBLOWING!!!
One of the few things that is proven to work on woman!!!
The level of horniness absurd!
Plus your body absorbs the ""G"" in less than 10 hours and by doing so , it has a POSITIVE affect on your Growth hormone.
Thats one of the reasons bodybuilders LOVE it!
These are just some of the many reasons people in Holland are ""in love"" with this product!
We hope that our ""good deed"" does not go unpunished.
Long story short:
Buy , try , Love!
Tags
ghb, sex, liquid xtc, xtc, x, love, gbl",,,-BIGG-BALLs-,0.07022471 BTC,agora
50ml Liquid GHB **Best Price Guarantee** escrow,"50ml of Supreme DUTCH Quality liquid GHB. a.k.a. liquid XTC
We are The #1 seller of GHB in The Netherlands.
Sins the demand for GHB is only just starting to develop , we want to take this opportunity to establish our position in becomming The #1 seller WORLD WIDE!
Best Price Guarantee!
We hope to stimulate you to start promoting this accellent product.
One of the bennefits of GHB over alcohol for instant is that there is NO HANGOVER!
The SEX is MINDBLOWING!!!
One of the few things that is proven to work on woman!!!
The level of horniness is ABSURD!
Plus your body absorbs the ""G"" in less than 10 hours and by doing so , it has a POSITIVE affect on your Growth hormone.
Thats one of the reasons bodybuilders LOVE it!
These are just some of the many reasons people in Holland are ""in love"" with this product!
We hope that our ""good deed"" does not go unpunished.
Long story short:
Buy , try , Love!",,,-BIGG-BALLs-,0.04915730 BTC,agora
Clonazepam 10x2mg ORIGINAL ROCHE *PROMO*,"10tabs of ORIGINAL Rivotril 2 mg pills, 
made by Roche.
a.k.a. ""THE CHILL PILL""
PROMO ACTION!!!
Expiry date of these pills: 12/2017",,,-BIGG-BALLs-,0.03000000 BTC,agora
GHB 4ml HIGH Dutch Quallity FREE Shipping *PROMO*,"4ML HIGH Quallity GHB *PROMO* FREE Shipping!
*PROMO* 4ml High Quallity Dutch Grade GHB.
We are THE Biggest Supplier of GHB in The Netherlands!
We bring to you our Finnest product.
Liquid XTC...
It makes you and your partner Horny and you just KEEP ON GOING!!!
4ml is 1 portion for a average man.
1 portion for a average size woman is about 3ml.
FREE SHIPPING *PROMO*
MAX. 1 per Customer!",,,-BIGG-BALLs-,0.00626001 BTC,agora
100x Lego Pills 200-220 mg,"Please read our profile before ordering, by ordering you agree to our terms.
The creators of the amazing Heineke, Gold Bars UPS and the Red Bugattis have a new pill named Orange Lego.
It's a very nice pill that comes from a clean press and by all means the same quality as before can be expected from this new one.
We have the first batch of this excellent new pill and the strenght is outstanding. It's been tested for 200/220 mg Clean MDMA so be carefull with this pill!! 
Pillreport: http://www.pillreports.net/index.php?page=display_pill&id=34551
For now we will ship this in the quantities of 10, 25, 50, 100 and 250. If you want to buy more please contact us.
If you have any other questions, feel free to contact us! We are here to help you!",,,-Euphoria-,1.32489399 BTC,agora
100x Pink Paul Frank Pills 210-220 mg,"Please read our profile before ordering, by ordering you agree to our terms.
The Pink Paul Frank are from the famous Q-Dance, Defqon, Partyflock, Heineken and UPS producers from The Netherlands
It's a very nice pill that comes from a clean press and by all means the same quality as other pills like the UPS and Heineken can be expected from this new one.
We have the first batch of this excellent new pill and the strenght is outstanding. It's been tested for 210/220 mg Clean MDMA so be carefull with this pill!! 
Pillreport: http://www.pillreports.net/index.php?page=display_pill&id=34815
For now we will ship this in the quantities of 10, 25, 50, 100. If you want to buy more please contact us.
If you have any other questions, feel free to contact us! We are here to help you!",,,-Euphoria-,1.40918114 BTC,agora
100x Tesla Pills 200+ mg,"Please read our profile before ordering, by ordering you agree to our terms.
The blue tesla's are from a new dutch crew they are very strong and nice!
It's a very nice pill that comes from a clean press and by all means the same quality as other pills like the orange lego can be expected from this new one.
We have the first batch of this excellent new pill and the strenght is outstanding. It's been tested for 200/220 mg Clean MDMA so be carefull with this pill!! 
Pillreport: http://www.pillreports.net/index.php?page=display_pill&id=34704
For now we will ship this in the quantities of 10, 25, 50, 100. If you want to buy more please contact us.
If you have any other questions, feel free to contact us! We are here to help you!",,,-Euphoria-,1.49866903 BTC,agora
10x Lego Pills 200-220 mg,"Please read our profile before ordering, by ordering you agree to our terms.
The creators of the amazing Heineke, Gold Bars UPS and the Red Bugattis have a new pill named Orange Lego.
It's a very nice pill that comes from a clean press and by all means the same quality as before can be expected from this new one.
We have the first batch of this excellent new pill and the strenght is outstanding. It's been tested for 200/220 mg Clean MDMA so be carefull with this pill!! 
Pillreport: http://www.pillreports.net/index.php?page=display_pill&id=34551
For now we will ship this in the quantities of 10, 25, 50, 100 and 250. If you want to buy more please contact us.
If you have any other questions, feel free to contact us! We are here to help you!",,,-Euphoria-,0.26487176 BTC,agora
10x Pink Paul Frank Pills 210-220 mg,"Please read our profile before ordering, by ordering you agree to our terms.
The Pink Paul Frank are from the famous Q-Dance, Defqon, Partyflock, Heineken and UPS producers from The Netherlands
It's a very nice pill that comes from a clean press and by all means the same quality as other pills like the UPS and Heineken can be expected from this new one.
We have the first batch of this excellent new pill and the strenght is outstanding. It's been tested for 210/220 mg Clean MDMA so be carefull with this pill!! 
Pillreport: http://www.pillreports.net/index.php?page=display_pill&id=34815
For now we will ship this in the quantities of 10, 25, 50, 100. If you want to buy more please contact us.
If you have any other questions, feel free to contact us! We are here to help you!",,,-Euphoria-,0.27899764 BTC,agora
10x Tesla Pills 200+ mg,"Please read our profile before ordering, by ordering you agree to our terms.
The blue tesla's are from a new dutch crew they are very strong and nice!
It's a very nice pill that comes from a clean press and by all means the same quality as other pills like the orange lego can be expected from this new one.
We have the first batch of this excellent new pill and the strenght is outstanding. It's been tested for 200/220 mg Clean MDMA so be carefull with this pill!! 
Pillreport: http://www.pillreports.net/index.php?page=display_pill&id=34704
For now we will ship this in the quantities of 10, 25, 50, 100. If you want to buy more please contact us.
If you have any other questions, feel free to contact us! We are here to help you!",,,-Euphoria-,0.27310157 BTC,agora
250x Lego Pills 200-220 mg,"Please read our profile before ordering, by ordering you agree to our terms.
The creators of the amazing Heineke, Gold Bars UPS and the Red Bugattis have a new pill named Orange Lego.
It's a very nice pill that comes from a clean press and by all means the same quality as before can be expected from this new one.
We have the first batch of this excellent new pill and the strenght is outstanding. It's been tested for 200/220 mg Clean MDMA so be carefull with this pill!! 
Pillreport: http://www.pillreports.net/index.php?page=display_pill&id=34551
For now we will ship this in the quantities of 10, 25, 50, 100 and 250. If you want to buy more please contact us.
If you have any other questions, feel free to contact us! We are here to help you!",,,-Euphoria-,3.26206072 BTC,agora
25x Lego Pills 200-220 mg,"Please read our profile before ordering, by ordering you agree to our terms.
The creators of the amazing Heineke, Gold Bars UPS and the Red Bugattis have a new pill named Orange Lego.
It's a very nice pill that comes from a clean press and by all means the same quality as before can be expected from this new one.
We have the first batch of this excellent new pill and the strenght is outstanding. It's been tested for 200/220 mg Clean MDMA so be carefull with this pill!! 
Pillreport: http://www.pillreports.net/index.php?page=display_pill&id=34551
For now we will ship this in the quantities of 10, 25, 50, 100 and 250. If you want to buy more please contact us.
If you have any other questions, feel free to contact us! We are here to help you!",,,-Euphoria-,0.45527952 BTC,agora
25x Pink Paul Frank Pills 210-220 mg,"Please read our profile before ordering, by ordering you agree to our terms.
The Pink Paul Frank are from the famous Q-Dance, Defqon, Partyflock, Heineken and UPS producers from The Netherlands
It's a very nice pill that comes from a clean press and by all means the same quality as other pills like the UPS and Heineken can be expected from this new one.
We have the first batch of this excellent new pill and the strenght is outstanding. It's been tested for 210/220 mg Clean MDMA so be carefull with this pill!! 
Pillreport: http://www.pillreports.net/index.php?page=display_pill&id=34815
For now we will ship this in the quantities of 10, 25, 50, 100. If you want to buy more please contact us.
If you have any other questions, feel free to contact us! We are here to help you!",,,-Euphoria-,0.47897283 BTC,agora
25x Tesla Pills 200+ mg,"Please read our profile before ordering, by ordering you agree to our terms.
The blue tesla's are from a new dutch crew they are very strong and nice!
It's a very nice pill that comes from a clean press and by all means the same quality as other pills like the orange lego can be expected from this new one.
We have the first batch of this excellent new pill and the strenght is outstanding. It's been tested for 200/220 mg Clean MDMA so be carefull with this pill!! 
Pillreport: http://www.pillreports.net/index.php?page=display_pill&id=34704
For now we will ship this in the quantities of 10, 25, 50, 100. If you want to buy more please contact us.
If you have any other questions, feel free to contact us! We are here to help you!",,,-Euphoria-,0.50953859 BTC,agora
50x Lego Pills 200-220 mg,"Please read our profile before ordering, by ordering you agree to our terms.
The creators of the amazing Heineke, Gold Bars UPS and the Red Bugattis have a new pill named Orange Lego.
It's a very nice pill that comes from a clean press and by all means the same quality as before can be expected from this new one.
We have the first batch of this excellent new pill and the strenght is outstanding. It's been tested for 200/220 mg Clean MDMA so be carefull with this pill!! 
Pillreport: http://www.pillreports.net/index.php?page=display_pill&id=34551
For now we will ship this in the quantities of 10, 25, 50, 100 and 250. If you want to buy more please contact us.
If you have any other questions, feel free to contact us! We are here to help you!",,,-Euphoria-,0.74251225 BTC,agora
50x Pink Paul Frank Pills 210-220 mg,"Please read our profile before ordering, by ordering you agree to our terms.
The Pink Paul Frank are from the famous Q-Dance, Defqon, Partyflock, Heineken and UPS producers from The Netherlands
It's a very nice pill that comes from a clean press and by all means the same quality as other pills like the UPS and Heineken can be expected from this new one.
We have the first batch of this excellent new pill and the strenght is outstanding. It's been tested for 210/220 mg Clean MDMA so be carefull with this pill!! 
Pillreport: http://www.pillreports.net/index.php?page=display_pill&id=34815
For now we will ship this in the quantities of 10, 25, 50, 100. If you want to buy more please contact us.
If you have any other questions, feel free to contact us! We are here to help you!",,,-Euphoria-,0.78047284 BTC,agora
50x Tesla Pills 200+ mg,"Please read our profile before ordering, by ordering you agree to our terms.
The blue tesla's are from a new dutch crew they are very strong and nice!
It's a very nice pill that comes from a clean press and by all means the same quality as other pills like the orange lego can be expected from this new one.
We have the first batch of this excellent new pill and the strenght is outstanding. It's been tested for 200/220 mg Clean MDMA so be carefull with this pill!! 
Pillreport: http://www.pillreports.net/index.php?page=display_pill&id=34704
For now we will ship this in the quantities of 10, 25, 50, 100. If you want to buy more please contact us.
If you have any other questions, feel free to contact us! We are here to help you!",,,-Euphoria-,0.76501549 BTC,agora
10 X Brown Microdots Swiss Fluff 125 ug,"10 X Brown Microdots 125 ug
Crystal : Swiss Fluff 96% + LSD
Attributes: Very clean crystal, No body load, very organic OEV's/CEV's
Shipped USA to USA and USA to Canada only. Due to no buyer stats we will only do escrow for priority shipped orders with tracking. We have had 100% success with first class packs. All orders are shipped stealth.",USA,,-Inanna-,0.08834355 BTC,agora
100 X Brown Microdots Swiss Fluff 125 ug,"100 X Brown Microdots 125 ug
Crystal : Swiss Fluff 96% + LSD
Attributes: Very clean crystal, No body load, very organic OEV's/CEV's
Shipped USA to USA only. Due to no buyer stats we will only do escrow for priority shipped orders with tracking. We have had 100% success with first class packs. All orders are shipped stealth.",,,-Inanna-,0.74075903 BTC,agora
50 X Brown Microdots Swiss Fluff 125 ug,"50 X Brown Microdots 125 ug
Crystal : Swiss Fluff 96% + LSD
Attributes: Very clean crystal, No body load, very organic OEV's/CEV's
Shipped USA to USA and USA to Canada only. Due to no buyer stats we will only do escrow for priority shipped orders with tracking. We have had 100% success with first class packs. All orders are shipped stealth.",,,-Inanna-,0.37082818 BTC,agora
Uncut 10 Grams - BTH - Prime Quality,"~Price Reduced~
Our goods never touch domestic air until it's in our hands, and it's absolutely top quality 100% of the time. We've been dealing with heroin for a long time. You could consider us connoisseurs. We may be new here, but we're no strangers to the dope game. Our standards of quality are set reasonably high, and as such, we take the time to inspect and refuse all inferior shipments from our suppliers.
Our choice will always be quality over pushing a sub-par product. While dealing with us you will always receive the best customer service possible. We work with buyers to ensure peace of mind and a pleasant experience. If you have any questions or concerns, please contact us. 
Free shipping is guaranteed to ship in under 24 hrs. IF not you will receive appropriate compensation. 
Priority Mail
Please don't use fake names on addresses. That causes problems with delivery.
Use a name that regularly receives mail there.
Feedback:
No FE is required but always appreciated. If you ever have an issue please contact us before leaving feedback as we would much rather fix the issue than take a hit to our reputation.",,,-TarNation-,2.50319853 BTC,agora
Uncut 10 Grams - BTH - Prime Quality,"Our goods never touch domestic air until it's in our hands, and it's absolutely top quality 100% of the time. We've been dealing with heroin for a long time. You could consider us connoisseurs. We may be new here, but we're no strangers to the dope game. Our standards of quality are set reasonably high, and as such, we take the time to inspect and refuse all inferior shipments from our suppliers.
Our choice will always be quality over pushing a sub-par product. While dealing with us you will always receive the best customer service possible. We work with buyers to ensure peace of mind and a pleasant experience. If you have any questions or concerns, please contact us. 
Free shipping is guaranteed to ship in under 24 hrs. IF not you will receive appropriate compensation. 
Priority Mail
Please don't use fake names on addresses. That causes problems with delivery.
Use a name that regularly receives mail there.
Feedback:
No FE is required but always appreciated. If you ever have an issue please contact us before leaving feedback as we would much rather fix the issue than take a hit to our reputation.",,,-TarNation-,2.70725544 BTC,agora
Uncut 10 Grams - BTH - Prime Quality-FREE EXPRESS,"Our goods never touch domestic air until it's in our hands, and it's absolutely top quality 100% of the time. We've been dealing with heroin for a long time. You could consider us connoisseurs. We may be new here, but we're no strangers to the dope game. Our standards of quality are set reasonably high, and as such, we take the time to inspect and refuse all inferior shipments from our suppliers.
Our choice will always be quality over pushing a sub-par product. While dealing with us you will always receive the best customer service possible. We work with buyers to ensure peace of mind and a pleasant experience. If you have any questions or concerns, please contact us.
Free shipping is guaranteed to ship in under 24 hrs. IF not you will receive appropriate compensation.
Express
Or
Priority Mail
Please don't use fake names on addresses. That causes problems with delivery.
Use a name that regularly receives mail there.
Feedback:
No FE is required but always appreciated. If you ever have an issue please contact us before leaving feedback as we would much rather fix the issue than take a hit to our reputation.",,,-TarNation-,8.19112627 BTC,agora
Uncut 14 Grams - BTH - Prime Quality-FREE EXPRESS,"Our goods never touch domestic air until it's in our hands, and it's absolutely top quality 100% of the time. We've been dealing with heroin for a long time. You could consider us connoisseurs. We may be new here, but we're no strangers to the dope game. Our standards of quality are set reasonably high, and as such, we take the time to inspect and refuse all inferior shipments from our suppliers.
Our choice will always be quality over pushing a sub-par product. While dealing with us you will always receive the best customer service possible. We work with buyers to ensure peace of mind and a pleasant experience. If you have any questions or concerns, please contact us.
Free shipping is guaranteed to ship in under 24 hrs. IF not you will receive appropriate compensation.
Express
Or
Priority Mail
Please don't use fake names on addresses. That causes problems with delivery.
Use a name that regularly receives mail there.
Feedback:
No FE is required but always appreciated. If you ever have an issue please contact us before leaving feedback as we would much rather fix the issue than take a hit to our reputation.",,,-TarNation-,11.46757679 BTC,agora
Uncut 18 Grams - BTH - Prime Quality-FREE EXPRESS,"Our goods never touch domestic air until it's in our hands, and it's absolutely top quality 100% of the time. We've been dealing with heroin for a long time. You could consider us connoisseurs. We may be new here, but we're no strangers to the dope game. Our standards of quality are set reasonably high, and as such, we take the time to inspect and refuse all inferior shipments from our suppliers.
Our choice will always be quality over pushing a sub-par product. While dealing with us you will always receive the best customer service possible. We work with buyers to ensure peace of mind and a pleasant experience. If you have any questions or concerns, please contact us.
Free shipping is guaranteed to ship in under 24 hrs. IF not you will receive appropriate compensation.
Express
Or
Priority Mail
Please don't use fake names on addresses. That causes problems with delivery.
Use a name that regularly receives mail there.
Feedback:
No FE is required but always appreciated. If you ever have an issue please contact us before leaving feedback as we would much rather fix the issue than take a hit to our reputation.",,,-TarNation-,12.75490118 BTC,agora
Uncut 2 Grams - BTH - Prime Quality,"Our goods never touch domestic air until it's in our hands, and it's absolutely top quality 100% of the time. We've been dealing with heroin for a long time. You could consider us connoisseurs. We may be new here, but we're no strangers to the dope game. Our standards of quality are set reasonably high, and as such, we take the time to inspect and refuse all inferior shipments from our suppliers.
Our choice will always be quality over pushing a sub-par product. While dealing with us you will always receive the best customer service possible. We work with buyers to ensure peace of mind and a pleasant experience. If you have any questions or concerns, please contact us. 
Free shipping is guaranteed to ship in under 24 hrs. IF not you will receive appropriate compensation. 
Priority Mail
Please don't use fake names on addresses. That causes problems with delivery.
Use a name that regularly receives mail there.
Feedback:
No FE is required but always appreciated. If you ever have an issue please contact us before leaving feedback as we would much rather fix the issue than take a hit to our reputation.",,,-TarNation-,0.61382215 BTC,agora
Uncut 2 Grams - BTH - Prime Quality-Free Express,"Our goods never touch domestic air until it's in our hands, and it's absolutely top quality 100% of the time. We've been dealing with heroin for a long time. You could consider us connoisseurs. We may be new here, but we're no strangers to the dope game. Our standards of quality are set reasonably high, and as such, we take the time to inspect and refuse all inferior shipments from our suppliers.
Our choice will always be quality over pushing a sub-par product. While dealing with us you will always receive the best customer service possible. We work with buyers to ensure peace of mind and a pleasant experience. If you have any questions or concerns, please contact us. 
Free shipping is guaranteed to ship in under 24 hrs. IF not you will receive appropriate compensation. 
Express
Or
Priority Mail
Please don't use fake names on addresses. That causes problems with delivery.
Use a name that regularly receives mail there.
Feedback:
No FE is required but always appreciated. If you ever have an issue please contact us before leaving feedback as we would much rather fix the issue than take a hit to our reputation.",,,-TarNation-,1.57467915 BTC,agora
Uncut 24 Grams - BTH - Prime Quality-FREE EXPRESS,"Our goods never touch domestic air until it's in our hands, and it's absolutely top quality 100% of the time. We've been dealing with heroin for a long time. You could consider us connoisseurs. We may be new here, but we're no strangers to the dope game. Our standards of quality are set reasonably high, and as such, we take the time to inspect and refuse all inferior shipments from our suppliers.
Our choice will always be quality over pushing a sub-par product. While dealing with us you will always receive the best customer service possible. We work with buyers to ensure peace of mind and a pleasant experience. If you have any questions or concerns, please contact us.
Free shipping is guaranteed to ship in under 24 hrs. IF not you will receive appropriate compensation.
Express
Or
Priority Mail
Please don't use fake names on addresses. That causes problems with delivery.
Use a name that regularly receives mail there.
Feedback:
No FE is required but always appreciated. If you ever have an issue please contact us before leaving feedback as we would much rather fix the issue than take a hit to our reputation.",,,-TarNation-,16.30360943 BTC,agora
Uncut 3 Grams - BTH - Prime Quality,"Our goods never touch domestic air until it's in our hands, and it's absolutely top quality 100% of the time. We've been dealing with heroin for a long time. You could consider us connoisseurs. We may be new here, but we're no strangers to the dope game. Our standards of quality are set reasonably high, and as such, we take the time to inspect and refuse all inferior shipments from our suppliers.
Our choice will always be quality over pushing a sub-par product. While dealing with us you will always receive the best customer service possible. We work with buyers to ensure peace of mind and a pleasant experience. If you have any questions or concerns, please contact us. 
Free shipping is guaranteed to ship in under 24 hrs. IF not you will receive appropriate compensation. 
Priority Mail
Please don't use fake names on addresses. That causes problems with delivery.
Use a name that regularly receives mail there.
Feedback:
No FE is required but always appreciated. If you ever have an issue please contact us before leaving feedback as we would much rather fix the issue than take a hit to our reputation.",,,-TarNation-,0.86493122 BTC,agora
Uncut 3 Grams - BTH - Prime Quality,"~Price Reduced~
Our goods never touch domestic air until it's in our hands, and it's absolutely top quality 100% of the time. We've been dealing with heroin for a long time. You could consider us connoisseurs. We may be new here, but we're no strangers to the dope game. Our standards of quality are set reasonably high, and as such, we take the time to inspect and refuse all inferior shipments from our suppliers.
Our choice will always be quality over pushing a sub-par product. While dealing with us you will always receive the best customer service possible. We work with buyers to ensure peace of mind and a pleasant experience. If you have any questions or concerns, please contact us. 
Free shipping is guaranteed to ship in under 24 hrs. IF not you will receive appropriate compensation. 
Priority Mail
Please don't use fake names on addresses. That causes problems with delivery.
Use a name that regularly receives mail there.
Feedback:
No FE is required but always appreciated. If you ever have an issue please contact us before leaving feedback as we would much rather fix the issue than take a hit to our reputation.",,,-TarNation-,0.78636959 BTC,agora
Uncut 3 Grams - BTH - Prime Quality-Free Express,"~Price Reduced~
Our goods never touch domestic air until it's in our hands, and it's absolutely top quality 100% of the time. We've been dealing with heroin for a long time. You could consider us connoisseurs. We may be new here, but we're no strangers to the dope game. Our standards of quality are set reasonably high, and as such, we take the time to inspect and refuse all inferior shipments from our suppliers.
Our choice will always be quality over pushing a sub-par product. While dealing with us you will always receive the best customer service possible. We work with buyers to ensure peace of mind and a pleasant experience. If you have any questions or concerns, please contact us. 
Free shipping is guaranteed to ship in under 24 hrs. IF not you will receive appropriate compensation. 
Express
Or
Priority Mail
Please don't use fake names on addresses. That causes problems with delivery.
Use a name that regularly receives mail there.
Feedback:
No FE is required but always appreciated. If you ever have an issue please contact us before leaving feedback as we would much rather fix the issue than take a hit to our reputation.",,,-TarNation-,2.71726823 BTC,agora
Uncut 36 Grams - BTH - Prime Quality-FREE EXPRESS,"Our goods never touch domestic air until it's in our hands, and it's absolutely top quality 100% of the time. We've been dealing with heroin for a long time. You could consider us connoisseurs. We may be new here, but we're no strangers to the dope game. Our standards of quality are set reasonably high, and as such, we take the time to inspect and refuse all inferior shipments from our suppliers.
Our choice will always be quality over pushing a sub-par product. While dealing with us you will always receive the best customer service possible. We work with buyers to ensure peace of mind and a pleasant experience. If you have any questions or concerns, please contact us.
Free shipping is guaranteed to ship in under 24 hrs. IF not you will receive appropriate compensation.
Express
Or
Priority Mail
Please don't use fake names on addresses. That causes problems with delivery.
Use a name that regularly receives mail there.
Feedback:
No FE is required but always appreciated. If you ever have an issue please contact us before leaving feedback as we would much rather fix the issue than take a hit to our reputation.",,,-TarNation-,24.57337883 BTC,agora
Uncut 48 Grams - BTH - Prime Quality-FREE EXPRESS,"Our goods never touch domestic air until it's in our hands, and it's absolutely top quality 100% of the time. We've been dealing with heroin for a long time. You could consider us connoisseurs. We may be new here, but we're no strangers to the dope game. Our standards of quality are set reasonably high, and as such, we take the time to inspect and refuse all inferior shipments from our suppliers.
Our choice will always be quality over pushing a sub-par product. While dealing with us you will always receive the best customer service possible. We work with buyers to ensure peace of mind and a pleasant experience. If you have any questions or concerns, please contact us.
Free shipping is guaranteed to ship in under 24 hrs. IF not you will receive appropriate compensation.
Express
Or
Priority Mail
Please don't use fake names on addresses. That causes problems with delivery.
Use a name that regularly receives mail there.
Feedback:
No FE is required but always appreciated. If you ever have an issue please contact us before leaving feedback as we would much rather fix the issue than take a hit to our reputation.",,,-TarNation-,32.60721887 BTC,agora
Uncut 5 Grams - BTH - Prime Quality-Free Express,"Our goods never touch domestic air until it's in our hands, and it's absolutely top quality 100% of the time. We've been dealing with heroin for a long time. You could consider us connoisseurs. We may be new here, but we're no strangers to the dope game. Our standards of quality are set reasonably high, and as such, we take the time to inspect and refuse all inferior shipments from our suppliers.
Our choice will always be quality over pushing a sub-par product. While dealing with us you will always receive the best customer service possible. We work with buyers to ensure peace of mind and a pleasant experience. If you have any questions or concerns, please contact us.
Free shipping is guaranteed to ship in under 24 hrs. IF not you will receive appropriate compensation.
Express
Or
Priority Mail
Please don't use fake names on addresses. That causes problems with delivery.
Use a name that regularly receives mail there.
Feedback:
No FE is required but always appreciated. If you ever have an issue please contact us before leaving feedback as we would much rather fix the issue than take a hit to our reputation.",,,-TarNation-,4.55062571 BTC,agora
Uncut 6 Grams - BTH - Prime Quality,"Our goods never touch domestic air until it's in our hands, and it's absolutely top quality 100% of the time. We've been dealing with heroin for a long time. You could consider us connoisseurs. We may be new here, but we're no strangers to the dope game. Our standards of quality are set reasonably high, and as such, we take the time to inspect and refuse all inferior shipments from our suppliers.
Our choice will always be quality over pushing a sub-par product. While dealing with us you will always receive the best customer service possible. We work with buyers to ensure peace of mind and a pleasant experience. If you have any questions or concerns, please contact us. 
Free shipping is guaranteed to ship in under 24 hrs. IF not you will receive appropriate compensation. 
Priority Mail
Please don't use fake names on addresses. That causes problems with delivery.
Use a name that regularly receives mail there.
Feedback:
No FE is required but always appreciated. If you ever have an issue please contact us before leaving feedback as we would much rather fix the issue than take a hit to our reputation.",,,-TarNation-,1.67401372 BTC,agora
Uncut 6 Grams - BTH - Prime Quality,"~Price Reduced~
Our goods never touch domestic air until it's in our hands, and it's absolutely top quality 100% of the time. We've been dealing with heroin for a long time. You could consider us connoisseurs. We may be new here, but we're no strangers to the dope game. Our standards of quality are set reasonably high, and as such, we take the time to inspect and refuse all inferior shipments from our suppliers.
Our choice will always be quality over pushing a sub-par product. While dealing with us you will always receive the best customer service possible. We work with buyers to ensure peace of mind and a pleasant experience. If you have any questions or concerns, please contact us. 
Free shipping is guaranteed to ship in under 24 hrs. IF not you will receive appropriate compensation. 
Priority Mail
Please don't use fake names on addresses. That causes problems with delivery.
Use a name that regularly receives mail there.
Feedback:
No FE is required but always appreciated. If you ever have an issue please contact us before leaving feedback as we would much rather fix the issue than take a hit to our reputation.",,,-TarNation-,1.44167758 BTC,agora
Uncut 6 Grams - BTH - Prime Quality-Free Express,"Our goods never touch domestic air until it's in our hands, and it's absolutely top quality 100% of the time. We've been dealing with heroin for a long time. You could consider us connoisseurs. We may be new here, but we're no strangers to the dope game. Our standards of quality are set reasonably high, and as such, we take the time to inspect and refuse all inferior shipments from our suppliers.
Our choice will always be quality over pushing a sub-par product. While dealing with us you will always receive the best customer service possible. We work with buyers to ensure peace of mind and a pleasant experience. If you have any questions or concerns, please contact us.
Free shipping is guaranteed to ship in under 24 hrs. IF not you will receive appropriate compensation.
Express
Or
Priority Mail
Please don't use fake names on addresses. That causes problems with delivery.
Use a name that regularly receives mail there.
Feedback:
No FE is required but always appreciated. If you ever have an issue please contact us before leaving feedback as we would much rather fix the issue than take a hit to our reputation.",,,-TarNation-,4.91467576 BTC,agora
Uncut Gram - BTH - Intro Deal,"Limit 1 per customer, please.
Our goods never touch domestic air until it's in our hands, and it's absolutely top quality 100% of the time. We've been dealing with heroin for a long time. You could consider us connoisseurs. We may be new here, but we're no strangers to the dope game. Our standards of quality are set reasonably high, and as such, we take the time to inspect and refuse all inferior shipments from our suppliers.
Our choice will always be quality over pushing a sub-par product. While dealing with us you will always receive the best customer service possible. We work with buyers to ensure peace of mind and a pleasant experience. If you have any questions or concerns, please contact us. 
Free shipping is guaranteed to ship in under 24 hrs. IF not you will receive appropriate compensation. 
Priority Mail
Please don't use fake names on addresses. That causes problems with delivery.
Use a name that regularly receives mail there.
Feedback:
No FE is required but always appreciated. If you ever have an issue please contact us before leaving feedback as we would much rather fix the issue than take a hit to our reputation.",,,-TarNation-,0.26505217 BTC,agora
Uncut Gram - BTH - Prime Quality,"Our goods never touch domestic air until it's in our hands, and it's absolutely top quality 100% of the time. We've been dealing with heroin for a long time. You could consider us connoisseurs. We may be new here, but we're no strangers to the dope game. Our standards of quality are set reasonably high, and as such, we take the time to inspect and refuse all inferior shipments from our suppliers.
Our choice will always be quality over pushing a sub-par product. While dealing with us you will always receive the best customer service possible. We work with buyers to ensure peace of mind and a pleasant experience. If you have any questions or concerns, please contact us. 
Free shipping is guaranteed to ship in under 24 hrs. IF not you will receive appropriate compensation. 
Priority Mail
Please don't use fake names on addresses. That causes problems with delivery.
Use a name that regularly receives mail there.
Feedback:
No FE is required but always appreciated. If you ever have an issue please contact us before leaving feedback as we would much rather fix the issue than take a hit to our reputation.",,,-TarNation-,0.33481208 BTC,agora
